filename,complexity,diversity,productivity
SM_CHN_PTJ1_001_B1_2.txt,5.069029222103555,3.009303717924225,1.5159254001495224
SM_CHN_PTJ1_002_B1_2.txt,5.628108307731533,3.0341386501277783,1.759669910865266
SM_CHN_PTJ1_003_B1_1.txt,6.319001880894261,3.6640815254406185,1.6636311509210429
SM_CHN_PTJ1_004_B1_2.txt,10.417858798909363,4.595533276137482,2.2633672920505763
SM_CHN_PTJ1_005_B1_1.txt,12.582079992006381,4.9282477660949,2.5528456550257603
SM_CHN_PTJ1_006_B1_2.txt,7.495776667359986,3.731295602646019,2.003277104720695
SM_CHN_PTJ1_007_B1_1.txt,6.836864253518098,3.661015513697187,1.8658241097033281
SM_CHN_PTJ1_008_B1_1.txt,11.887327597759493,4.69395450241469,2.51949258980973
SM_CHN_PTJ1_009_B1_2.txt,9.840571970719411,4.253055884778171,2.2905763537966775
SM_CHN_PTJ1_010_B1_2.txt,7.626836469976157,3.7192803391417,1.9368518422686876
SM_CHN_PTJ1_011_B1_2.txt,8.637563876879057,4.028884725744465,2.129654423956846
SM_CHN_PTJ1_012_B1_1.txt,6.099122157059414,3.14182707361437,1.8605119931105756
SM_CHN_PTJ1_013_B1_1.txt,5.625535388853515,3.1237961249363266,1.566477474771254
SM_CHN_PTJ1_014_B1_2.txt,15.666637073146292,5.194279101500211,3.0161330893100176
SM_CHN_PTJ1_015_B1_2.txt,8.570292920128086,4.039822032846799,2.1110120982789535
SM_CHN_PTJ1_016_B1_1.txt,6.897328103936173,3.7175924106631952,1.8352652676444015
SM_CHN_PTJ1_017_B1_2.txt,9.955115780576156,4.591081853579625,2.155167769987194
SM_CHN_PTJ1_018_B1_2.txt,8.285270011088334,3.853993098758888,2.141205096740539
SM_CHN_PTJ1_019_B1_2.txt,7.576624708838635,3.6813872013601463,1.8862773699549984
SM_CHN_PTJ1_020_B1_1.txt,7.965307089973637,4.070805700532359,1.871623818807297
SM_CHN_PTJ1_021_B1_2.txt,6.073069770976085,3.203215053431866,1.7215075442803556
SM_CHN_PTJ1_022_B1_2.txt,7.660476412111388,3.498893805762917,2.194986883245183
SM_CHN_PTJ1_023_B1_1.txt,6.960614169801193,3.6527080758704997,1.8548050080991825
SM_CHN_PTJ1_024_B1_2.txt,12.336528750944911,5.0551704459433875,2.4403821487567456
SM_CHN_PTJ1_025_B1_2.txt,6.2990822432202265,3.3334476434754903,1.7577659110308463
SM_CHN_PTJ1_026_A2_0.txt,6.2454008496391324,3.2301937203689337,1.8280875593691412
SM_CHN_PTJ1_027_B1_2.txt,15.315226681587129,5.575295616501032,2.7469802024952936
SM_CHN_PTJ1_028_B1_1.txt,9.503107206158399,4.088479109509604,2.1181498455276913
SM_CHN_PTJ1_029_B1_2.txt,8.016880638096765,3.233256822785333,2.113833750750685
SM_CHN_PTJ1_030_B1_2.txt,5.0130232155708025,2.827526601924916,1.5722970994714716
SM_CHN_PTJ1_031_B1_1.txt,8.191266477890588,4.088017924357659,1.940085775571316
SM_CHN_PTJ1_032_B2_0.txt,7.877145991902839,3.788248672168866,2.017688124291722
SM_CHN_PTJ1_033_B1_2.txt,9.589294949776537,4.422735306003069,2.1435328219352936
SM_CHN_PTJ1_034_B1_2.txt,6.737425005169535,3.717482521761351,1.8382084670281607
SM_CHN_PTJ1_035_B1_1.txt,7.179430962683737,3.8316000673193984,1.847889043909752
SM_CHN_PTJ1_036_A2_0.txt,7.554044696363053,3.743020190634269,1.96132663929125
SM_CHN_PTJ1_037_B1_2.txt,8.0374621163859,3.962660890944803,1.9820482502393173
SM_CHN_PTJ1_038_B1_2.txt,8.312914114790727,4.0545953481813015,1.9586449305604172
SM_CHN_PTJ1_039_B1_2.txt,7.3833208416605265,4.079312867043898,1.7069697301603948
SM_CHN_PTJ1_040_B2_0.txt,17.422894424966895,5.63354882840954,3.092703188637439
SM_CHN_PTJ1_041_B2_0.txt,6.28461164431916,3.241670177979353,1.668382350056222
SM_CHN_PTJ1_042_B1_2.txt,7.404055243455137,4.039486468074202,1.830587548045814
SM_CHN_PTJ1_043_B1_2.txt,5.738875269259746,3.4563923284639615,1.5903799421451852
SM_CHN_PTJ1_044_B1_2.txt,8.479874199930412,4.545663638708023,1.8411720452756497
SM_CHN_PTJ1_045_B1_2.txt,5.118590472341546,3.3539535701149794,1.486415051757867
SM_CHN_PTJ1_046_B1_2.txt,4.573582853758861,2.87914497468953,1.5640385506859122
SM_CHN_PTJ1_047_B1_1.txt,5.945480491149788,3.318044569309927,1.646754137605124
SM_CHN_PTJ1_048_B1_2.txt,6.296377685662802,3.636292559114303,1.7195375950022893
SM_CHN_PTJ1_049_B2_0.txt,6.324058209263122,3.7178542050844783,1.6740510124606114
SM_CHN_PTJ1_050_B1_2.txt,5.509115394723153,3.3417288098876696,1.6114027639753408
SM_CHN_PTJ1_051_B1_1.txt,7.226227989511696,3.4845422704001607,1.8070797679882833
SM_CHN_PTJ1_052_B1_2.txt,5.439423425405256,3.3189833814000735,1.590579018749093
SM_CHN_PTJ1_053_B1_2.txt,5.6031751244697245,3.150613181605274,1.715175463796451
SM_CHN_PTJ1_054_B1_1.txt,11.622751664462093,4.770598916292514,2.4182309830419264
SM_CHN_PTJ1_055_B1_2.txt,16.755461253285212,5.5660014072620765,3.0103228560855224
SM_CHN_PTJ1_056_B1_1.txt,7.19998553842195,3.6550279379538386,1.8460801425584052
SM_CHN_PTJ1_057_B1_1.txt,6.418650353817597,3.7171286871328926,1.70147273156871
SM_CHN_PTJ1_058_B1_1.txt,10.16764698100332,4.2684519009593265,2.3195201301864694
SM_CHN_PTJ1_059_B1_1.txt,6.492731849826981,3.72120955504067,1.6941972026403735
SM_CHN_PTJ1_060_B1_2.txt,8.456994209057545,3.7690457051597215,1.898734993597396
SM_CHN_PTJ1_061_B1_2.txt,8.850403882287706,4.368934338350929,2.022699107329726
SM_CHN_PTJ1_062_B1_1.txt,5.251790193664142,3.1977741868185654,1.5456402478638553
SM_CHN_PTJ1_063_B1_1.txt,6.178893232058515,3.207738303206831,1.7401456034717708
SM_CHN_PTJ1_064_B2_0.txt,10.724984165893256,4.482042158924973,2.39870685360664
SM_CHN_PTJ1_065_B1_1.txt,3.9676950797322705,2.365244838742666,1.3865022343858018
SM_CHN_PTJ1_066_A2_0.txt,6.303906471856814,3.4197836210574697,1.6509940643126118
SM_CHN_PTJ1_067_A2_0.txt,8.769151142322057,3.8201177309394496,2.0354669489486437
SM_CHN_PTJ1_068_B1_2.txt,12.85306430344623,5.289733363940835,2.4253719170900396
SM_CHN_PTJ1_069_B1_1.txt,6.344898345337156,3.2633521833709227,1.7451392921974753
SM_CHN_PTJ1_070_B1_1.txt,6.240350735156309,3.4732250681599246,1.6720612232885157
SM_CHN_PTJ1_071_B1_1.txt,5.435164073315815,3.2390811053607647,1.619132407569116
SM_CHN_PTJ1_072_B1_2.txt,8.439432912702419,4.094768771414804,2.0371391245408548
SM_CHN_PTJ1_073_B1_2.txt,7.406680326209543,3.2694351177521446,1.9468567183897216
SM_CHN_PTJ1_074_B1_2.txt,6.563652441943813,3.6594228092176575,1.7001056960732555
SM_CHN_PTJ1_075_B1_2.txt,8.056792063759199,3.9687097848459567,1.9330744691337864
SM_CHN_PTJ1_076_B1_2.txt,9.446112051114875,4.339399604403202,2.11935939583353
SM_CHN_PTJ1_077_B1_2.txt,6.8229267613648235,3.3525799564752545,1.8255892718522844
SM_CHN_PTJ1_078_B1_2.txt,7.812302007238051,4.091451394736377,1.801632223901543
SM_CHN_PTJ1_079_B1_2.txt,9.831299813969396,4.313200121452928,2.2098556508897262
SM_CHN_PTJ1_080_B1_2.txt,6.462003412544455,3.6703156121365383,1.7086298062291339
SM_CHN_PTJ1_081_B1_2.txt,7.998390648985735,4.489456534858695,1.7345001643868692
SM_CHN_PTJ1_082_B1_2.txt,5.986483494108412,3.167669119978382,1.618126585949177
SM_CHN_PTJ1_083_B1_1.txt,7.439969940698051,3.7378609968409413,1.8948727394379314
SM_CHN_PTJ1_084_B1_2.txt,5.5423290021581,3.047825292103383,1.7324570345650219
SM_CHN_PTJ1_085_B1_2.txt,5.130679991626339,2.824460587123677,1.5968019978644112
SM_CHN_PTJ1_086_B1_2.txt,6.823920560254747,3.860227281267355,1.6978864300285341
SM_CHN_PTJ1_087_B1_2.txt,5.238089985028646,2.9701076363210746,1.5809987617883223
SM_CHN_PTJ1_088_B2_0.txt,5.761308181088714,3.3525116348075246,1.5420330865872718
SM_CHN_PTJ1_089_B1_2.txt,7.741534510520368,3.787491445327641,1.9433691737988041
SM_CHN_PTJ1_090_B1_2.txt,6.012829886670514,3.3455180948167227,1.685221894462465
